targetId	diseaseId	datasourceId	year	novelty	score	sourceId	targetSymbol	targetName	targetBiotype	proteinId	isInMembrane	isSecreted	hasSafetyEvent	hasPocket	hasLigand	hasSmallMoleculeBinder	geneticConstraint	paralogMaxIdentityPercentage	mouseOrthologMaxIdentityPercentage	isCancerDriverGene	hasTEP	mouseKOScore	hasHighQualityChemicalProbes	maxClinicalTrialPhase	tissueSpecificity	tissueDistribution
ENSG00000197142	EFO_0003767	expression_atlas	2023	0.005	0.077	expression_atlas	ACSL5	acyl-CoA synthetase long chain family member 5	protein_coding	Q9ULC5	0.0	0.0		0.0	1.0	1.0	-0.2248385080225047	-0.04465500000000002	0.07028000000000034			-0.8144263478700314			0.5	-1.0
ENSG00000205502	EFO_0003767	expression_atlas	2023	0.004	0.171	expression_atlas	C2CD4B	C2 calcium dependent domain containing 4B	protein_coding	A6NLJ0	0.0	0.0		0.0	0.0	0.0	0.9738487184830174	-0.5260999999999999				-0.19222930438350494			1.0	0.0
ENSG00000070190	EFO_0003767	expression_atlas	2023	0.012	0.288	expression_atlas	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1	protein_coding	Q9UN19	0.0	0.0		0.0	0.0	0.0	-0.36392998541362787	0.0	0.6607149999999997			0.0			0.5	0.0
ENSG00000106511	EFO_0003767	expression_atlas	2023	0.001	0.132	expression_atlas	MEOX2	mesenchyme homeobox 2	protein_coding	P50222	0.0	0.0		0.0	0.0	0.0	-0.6459679099812461	0.0	0.88487			-0.7833571735798467			0.5	0.0
ENSG00000122481	EFO_0003767	expression_atlas	2023	0.003	0.022	expression_atlas	RWDD3	RWD domain containing 3	protein_coding	Q9Y3V2	0.0	0.0		0.0	0.0	0.0	0.21681600333402784		0.0			-0.30744733073070546			-1.0	-1.0
ENSG00000175773	EFO_0003767	expression_atlas	2023	0.005	0.045	expression_atlas																				
ENSG00000198700	EFO_0003767	expression_atlas	2023	0.009	0.075	expression_atlas	IPO9	importin 9	protein_coding	Q96P70	0.0	0.0		0.0	0.0	0.0	-0.849343613252761	0.0	0.9375599999999998			-0.8145574404046421			-1.0	-1.0
ENSG00000278869	EFO_0003767	expression_atlas	2023	0.001	0.051	expression_atlas																				
ENSG00000100342	EFO_0003767	expression_atlas	2023	0.001	0.245	expression_atlas	APOL1	apolipoprotein L1	protein_coding	O14791	0.0	1.0		0.0	1.0	1.0	0.7709939570743904	0.0	0.0			-0.022060910089015118			0.5	0.0
ENSG00000131149	EFO_0003767	expression_atlas	2023	0.008	0.067	expression_atlas	GSE1	Gse1 coiled-coil protein	protein_coding	Q14687	0.0	0.0		0.0	0.0	0.0	-0.9593665346947281		0.4864400000000003			-0.15291586888694558			-1.0	-1.0
ENSG00000166780	EFO_0003767	expression_atlas	2023	0.003	0.027	expression_atlas	BMERB1	bMERB domain containing 1	protein_coding	Q96MC5	0.0	0.0		0.0	0.0	0.0	-0.15826213794540533		0.7548999999999999			-0.506682860460923			0.5	-1.0
ENSG00000167613	EFO_0003767	expression_atlas	2023	0.001	0.046	expression_atlas	LAIR1	leukocyte associated immunoglobulin like receptor 1	protein_coding	Q6GTX8	1.0	0.0		0.0	0.0	0.0	0.35580329235257335		0.0			0.0			0.5	0.0
ENSG00000169180	EFO_0003767	expression_atlas	2023	0.01	0.083	expression_atlas	XPO6	exportin 6	protein_coding	Q96QU8	1.0	0.0		0.0	0.0	0.0	-0.9881225255261513		0.8444450000000003						-1.0	-1.0
ENSG00000171747	EFO_0003767	expression_atlas	2023	0.007	0.171	expression_atlas	LGALS4	galectin 4	protein_coding	P56470	1.0	0.0		0.0	1.0	1.0	0.2018128776828505	0.0	0.0						1.0	0.0
ENSG00000180190	EFO_0003767	expression_atlas	2023	0.006	0.063	expression_atlas	TDRP	testis development related protein	protein_coding	Q86YL5	0.0	0.0		0.0	0.0	0.0	0.8815378203792457		0.0			-0.16399645081650704			-1.0	0.0
ENSG00000183570	EFO_0003767	expression_atlas	2023	0.005	0.054	expression_atlas	PCBP3	poly(rC) binding protein 3	protein_coding	P57721	0.0	0.0		0.0	0.0	0.0	-0.6439883309022714	-0.24528250000000007	0.8652299999999997						0.5	0.0
ENSG00000237289	EFO_0003767	expression_atlas	2023	0.001	0.087	expression_atlas	CKMT1B	creatine kinase, mitochondrial 1B	protein_coding	P12532	0.0	0.0					0.5053136070014586	-1.0	0.8441249999999997			-0.2299108817756393			0.5	0.0
ENSG00000101407	EFO_0003767	expression_atlas	2023	0.01	0.084	expression_atlas	TTI1	TELO2 interacting protein 1	protein_coding	O43156	0.0	0.0		0.0	0.0	0.0	-0.11471139820795995		0.21487499999999998			-0.43957067362037694			-1.0	-1.0
ENSG00000122863	EFO_0003767	expression_atlas	2023	0.01	0.086	expression_atlas	CHST3	carbohydrate sulfotransferase 3	protein_coding	Q7LGC8	0.0	0.0	-1.0	0.0	0.0	0.0	-0.14294644717649507	0.0	0.2379950000000001			-0.24446889392846172			-1.0	0.0
ENSG00000143333	EFO_0003767	expression_atlas	2023	0.005	0.165	expression_atlas	RGS16	regulator of G protein signaling 16	protein_coding	O15492	0.0	0.0		0.0	0.0	1.0	0.6844134194623881	0.0	0.2326749999999997			-0.05993566918522014			0.5	-1.0
ENSG00000143368	EFO_0003767	expression_atlas	2023	0.007	0.055	expression_atlas	SF3B4	splicing factor 3b subunit 4	protein_coding	Q15427	0.0	0.0		0.0	0.0	0.0	-0.8793498645551157	0.0	0.976415			-0.6009971285490958			-1.0	-1.0
ENSG00000147689	EFO_0003767	expression_atlas	2023	0.001	0.165	expression_atlas	FAM83A	family with sequence similarity 83 member A	protein_coding	Q86UY5	0.0	0.0		0.0	0.0	0.0	0.5449051885809544	0.0	0.10138000000000033			0.0			0.75	0.5
ENSG00000151632	EFO_0003767	expression_atlas	2023	0.002	0.024	expression_atlas	AKR1C2	aldo-keto reductase family 1 member C2	protein_coding	P52895	0.0	0.0		1.0	1.0	1.0	0.5846009585330276	-0.9458200000000001				-0.3012334049315682			0.5	0.0
ENSG00000185345	EFO_0003767	expression_atlas	2023	0.004	0.032	expression_atlas	PRKN	parkin RBR E3 ubiquitin protein ligase	protein_coding	O60260	0.0	0.0		0.0	0.0	0.0	-0.061366951448218354	0.0	0.1290300000000002			-0.8687053681675652			0.5	0.0
ENSG00000197888	EFO_0003767	expression_atlas	2023	0.01	0.137	expression_atlas	UGT2B17	UDP glucuronosyltransferase family 2 member B17	protein_coding	O75795	0.0	0.0		0.0	1.0	0.0	0.17545321942071257	-0.8537724999999998							0.75	0.5
ENSG00000267121	EFO_0003767	expression_atlas	2023	0.002	0.039	expression_atlas																				
ENSG00000281990	EFO_0003767	expression_atlas	2023	0.001	0.118	expression_atlas	IGHV1-69-2	immunoglobulin heavy variable 1-69-2	IG_V_gene	A0A0G2JMI3	1.0	1.0						-0.700855	0.0						0.75	0.0
ENSG00000008513	EFO_0003767	expression_atlas	2023	0.013	0.235	expression_atlas	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	protein_coding	Q11201	0.0	1.0		0.0	1.0	1.0	-0.5037507814127944	0.0	0.07353000000000023						-1.0	-1.0
ENSG00000047621	EFO_0003767	expression_atlas	2023	0.008	0.066	expression_atlas	FERRY3	FERRY endosomal RAB5 effector complex subunit 3	protein_coding	Q9NQ89	0.0	0.0		0.0	0.0	0.0	-0.296103354865597		0.710145			-0.30393197801176275			-1.0	-1.0
ENSG00000085644	EFO_0003767	expression_atlas	2023	0.01	0.081	expression_atlas	ZNF213	zinc finger protein 213	protein_coding	O14771	0.0	0.0		0.0	0.0	0.0	0.17920400083350696	0.0	0.0						-1.0	-1.0
ENSG00000123473	EFO_0003767	expression_atlas	2023	0.004	0.052	expression_atlas	STIL	STIL centriolar assembly protein	protein_coding	Q15468	0.0	0.0		0.0	0.0	0.0	-0.647634923942488		0.0			-0.6306879951359029			0.5	0.0
ENSG00000124615	EFO_0003767	expression_atlas	2023	0.02	0.278	expression_atlas	MOCS1	molybdenum cofactor synthesis 1	protein_coding	Q9NZB8	0.0	0.0		0.0	0.0	0.0	0.2121275265680349		0.2374200000000002			-0.6827640396730006			-1.0	0.0
ENSG00000140323	EFO_0003767	expression_atlas	2023	0.002	0.141	expression_atlas	DISP2	dispatched RND transporter family member 2	protein_coding	A7MBM2	0.0	0.0		0.0	0.0	0.0	-0.6220045842883934	0.0	0.0						1.0	0.5
ENSG00000168306	EFO_0003767	expression_atlas	2023	0.001	0.175	expression_atlas	ACOX2	acyl-CoA oxidase 2	protein_coding	Q99424	0.0	0.0		0.0	0.0	0.0	-0.049697853719524954	0.0	0.0			-0.670839373014458			1.0	0.0
ENSG00000184270	EFO_0003767	expression_atlas	2023	0.008	0.071	expression_atlas	H2AC21	H2A clustered histone 21	protein_coding	Q8IUE6	0.0	0.0		0.0	0.0	0.0	0.08210043759116492	-0.8846150000000002	0.9615400000000001						1.0	1.0
ENSG00000198650	EFO_0003767	expression_atlas	2023	0.001	0.149	expression_atlas	TAT	tyrosine aminotransferase	protein_coding	P17735				1.0	0.0	0.0	-0.36174202958949786	0.0	0.6035249999999998			-0.8034384570457223			1.0	0.5
ENSG00000239453	EFO_0003767	expression_atlas	2023	0.004	0.034	expression_atlas																				
ENSG00000270882	EFO_0003767	expression_atlas	2023	0.001	0.032	expression_atlas	H4C14	H4 clustered histone 14	protein_coding	P62805	0.0	0.0						-1.0				0.0			-1.0	0.0
ENSG00000272293	EFO_0003767	expression_atlas	2023	0.002	0.019	expression_atlas																				
ENSG00000006047	EFO_0003767	expression_atlas	2023	0.015	0.139	expression_atlas	YBX2	Y-box binding protein 2	protein_coding	Q9Y2T7	0.0	0.0		0.0	0.0	0.0	-0.9416545113565327	0.0	0.5054949999999998			0.0			1.0	0.0
ENSG00000065833	EFO_0003767	expression_atlas	2023	0.001	0.159	expression_atlas	ME1	malic enzyme 1	protein_coding	P48163	1.0	0.0		1.0	1.0	1.0	0.3141279433215254	-0.27447499999999997	0.5017499999999998			-0.19968429659618592			-1.0	0.0
ENSG00000105523	EFO_0003767	expression_atlas	2023	0.009	0.076	expression_atlas	FAM83E	family with sequence similarity 83 member E	protein_coding	Q2M2I3	0.0	0.0		0.0	0.0	0.0	0.6870181287768284	0.0	0.0						0.5	0.0
ENSG00000120875	EFO_0003767	expression_atlas	2023	0.002	0.186	expression_atlas	DUSP4	dual specificity phosphatase 4	protein_coding	Q13115	0.0	0.0		0.0	0.0	1.0	-0.6023129818712232	-0.0038074999999999195	0.8350250000000002			-0.2410537013347977			0.5	0.0
ENSG00000134962	EFO_0003767	expression_atlas	2023	0.012	0.101	expression_atlas	KLB	klotho beta	protein_coding	Q86Z14	1.0	0.0	-1.0	0.0	0.0	0.0	-0.5936653469472807	0.0	0.0			-0.784615563153564		0.5	0.75	0.5
ENSG00000179403	EFO_0003767	expression_atlas	2023	0.001	0.104	expression_atlas	VWA1	von Willebrand factor A domain containing 1	protein_coding	Q6PCB0	0.0	1.0		0.0	0.0	0.0	0.19128985205251103	0.0	0.0			-0.05377051238253633			0.5	0.0
ENSG00000185960	EFO_0003767	expression_atlas	2023	0.001	0.04	expression_atlas	SHOX	SHOX homeobox	protein_coding	O15266	0.0	0.0		0.0	0.0	0.0	-0.47926651385705354	-0.2636975							-1.0	1.0
ENSG00000198203	EFO_0003767	expression_atlas	2023	0.001	0.116	expression_atlas	SULT1C2	sulfotransferase family 1C member 2	protein_coding	O00338	0.0	0.0		1.0	0.0	0.0	0.48364242550531356	-0.07939249999999998	0.15540499999999965						0.75	0.0
ENSG00000210100	EFO_0003767	expression_atlas	2023	0.003	0.156	expression_atlas																				
ENSG00000020426	EFO_0003767	expression_atlas	2023	0.006	0.051	expression_atlas	MNAT1	MNAT1 component of CDK activating kinase	protein_coding	P51948	0.0	0.0		0.0	1.0	0.0	0.6275265680350073		0.7734650000000002						-1.0	-1.0
ENSG00000108602	EFO_0003767	expression_atlas	2023	0.006	0.157	expression_atlas	ALDH3A1	aldehyde dehydrogenase 3 family member A1	protein_coding	P30838	1.0	0.0	-1.0	1.0	1.0	1.0	0.6376328401750364	-0.1445924999999999	0.006624999999999659						0.5	0.0
ENSG00000147724	EFO_0003767	expression_atlas	2023	0.002	0.095	expression_atlas	FAM135B	family with sequence similarity 135 member B	protein_coding	Q49AJ0	0.0	0.0		0.0	0.0	0.0	-0.8601792040008335	0.0	0.057609999999999675						0.75	0.5
ENSG00000151883	EFO_0003767	expression_atlas	2023	0.004	0.136	expression_atlas	PARP8	poly(ADP-ribose) polymerase family member 8	protein_coding	Q8N3A8	0.0	0.0		0.0	0.0	1.0	-0.638049593665347	0.0	0.8067900000000001			-0.45806794162493086			0.5	-1.0
ENSG00000166816	EFO_0003767	expression_atlas	2023	0.007	0.223	expression_atlas	LDHD	lactate dehydrogenase D	protein_coding	Q86WU2	0.0	0.0		0.0	0.0	0.0	0.3684100854344654	0.0	0.25619999999999976						0.5	0.0
ENSG00000196754	EFO_0003767	expression_atlas	2023	0.005	0.09	expression_atlas	S100A2	S100 calcium binding protein A2	protein_coding	P29034	1.0	0.0		0.0	0.0	0.0	0.9866638883100647	-0.005102499999999921	0.0						0.5	0.0
ENSG00000198844	EFO_0003767	expression_atlas	2023	0.004	0.03	expression_atlas	ARHGEF15	Rho guanine nucleotide exchange factor 15	protein_coding	O94989	1.0	0.0		0.0	0.0	0.0	-0.3022504688476766	0.0	0.26278000000000007			-0.7886223298903361			0.5	0.0
ENSG00000211892	EFO_0003767	expression_atlas	2023	0.002	0.296	expression_atlas	IGHG4	immunoglobulin heavy constant gamma 4 (G4m marker)	IG_C_gene	P01861	1.0	1.0		0.0	0.0	0.0		-0.8042925000000001				-0.6268691781976479			1.0	0.0
ENSG00000214290	EFO_0003767	expression_atlas	2023	0.003	0.025	expression_atlas	POU2AF3	POU class 2 homeobox associating factor 3	protein_coding	A8K830	0.0	0.0		0.0	0.0	0.0	-0.3168368410085435		0.0			-0.6734947821210482			-1.0	0.0
ENSG00000276775	EFO_0003767	expression_atlas	2023	0.003	0.184	expression_atlas	IGHV4-4	immunoglobulin heavy variable 4-4	IG_V_gene	A0A075B6R2	1.0	1.0						-0.9358975							0.5	0.0
ENSG00000111341	EFO_0003767	expression_atlas	2023	0.005	0.153	expression_atlas	MGP	matrix Gla protein	protein_coding	P08493	0.0	1.0		0.0	0.0	0.0	0.7248385080225046		0.1747549999999997			-0.9479933306886623			-1.0	-1.0
ENSG00000112299	EFO_0003767	expression_atlas	2023	0.002	0.436	expression_atlas	VNN1	vanin 1	protein_coding	O95497	0.0	0.0		0.0	1.0	1.0	0.16315899145655344	-0.06920000000000001	0.0			-0.05377051238253633	1.0		0.75	0.0
ENSG00000117461	EFO_0003767	expression_atlas	2023	0.011	0.161	expression_atlas	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3	protein_coding	Q92569	0.0	0.0		0.0	1.0	1.0	0.1191914982287976	-0.3709325	0.7939250000000001					0.75	-1.0	0.0
ENSG00000122679	EFO_0003767	expression_atlas	2023	0.022	0.231	expression_atlas	RAMP3	receptor activity modifying protein 3	protein_coding	O60896	1.0	0.0		0.0	1.0	0.0	0.6637841216920193	0.0	0.08783999999999992					1.0	-1.0	0.0
ENSG00000131196	EFO_0003767	expression_atlas	2023	0.009	0.109	expression_atlas	NFATC1	nuclear factor of activated T cells 1	protein_coding	O95644	0.0	0.0		1.0	1.0	1.0	-0.5639716607626588	0.0	0.1887599999999999			-0.9593105906197819			0.5	0.0
ENSG00000134061	EFO_0003767	expression_atlas	2023	0.003	0.112	expression_atlas	CD180	CD180 molecule	protein_coding	Q99467	1.0	0.0		0.0	0.0	0.0	0.10200041675349025	0.0	0.0			0.0			0.5	0.0
ENSG00000140274	EFO_0003767	expression_atlas	2023	0.002	0.548	expression_atlas	DUOXA2	dual oxidase maturation factor 2	protein_coding	Q1HG44	0.0	0.0		0.0	0.0	0.0	0.9507188997707856	0.0	0.0			-0.7315054861124761			0.5	0.5
ENSG00000162692	EFO_0003767	expression_atlas	2023	0.006	0.14	expression_atlas	VCAM1	vascular cell adhesion molecule 1	protein_coding	P19320	0.0	0.0	-1.0	0.0	0.0	1.0	-0.6434673890393832	0.0	0.0			-0.9119953041623549			1.0	-1.0
ENSG00000185475	EFO_0003767	expression_atlas	2023	0.005	0.045	expression_atlas	TMEM179B	transmembrane protein 179B	protein_coding	Q7Z7N9	0.0	0.0		0.0	0.0	0.0	0.33006876432590126		0.04109499999999997						-1.0	-1.0
ENSG00000185565	EFO_0003767	expression_atlas	2023	0.002	0.041	expression_atlas	LSAMP	limbic system associated membrane protein	protein_coding	Q13449	0.0	0.0	-1.0	0.0	0.0	0.0	-0.7980829339445717	0.0	0.6005899999999997			-0.21025416402735947			0.5	0.0
ENSG00000228487	EFO_0003767	expression_atlas	2023	0.006	0.011	expression_atlas																				
ENSG00000231933	EFO_0003767	expression_atlas	2023	0.001	0.043	expression_atlas																				
ENSG00000277283	EFO_0003767	expression_atlas	2023	0.004	0.033	expression_atlas																				
ENSG00000013293	EFO_0003767	expression_atlas	2023	0.001	0.059	expression_atlas	SLC7A14	solute carrier family 7 member 14	protein_coding	Q8TBB6	1.0	0.0		0.0	0.0	0.0	-0.4441550322983955	0.0	0.8378749999999997			-0.26266227824436966			0.75	0.5
ENSG00000022840	EFO_0003767	expression_atlas	2023	0.003	0.058	expression_atlas	RNF10	ring finger protein 10	protein_coding	Q8N5U6	0.0	0.0		0.0	0.0	0.0	-0.6143988330902271		0.5807650000000002			-0.9260035836053606			-1.0	-1.0
ENSG00000100311	EFO_0003767	expression_atlas	2023	0.016	0.137	expression_atlas	PDGFB	platelet derived growth factor subunit B	protein_coding	P01127	0.0	1.0		0.0	0.0	0.0	-0.5438633048551782	0.0	0.4813299999999998			-0.9714942446898084		0.75	-1.0	0.0
ENSG00000106829	EFO_0003767	expression_atlas	2023	0.01	0.083	expression_atlas	TLE4	TLE family member 4, transcriptional corepressor	protein_coding	Q04727	0.0	0.0		0.0	0.0	0.0	-0.941550322983955	-0.65718	0.9805950000000003			-0.8758907941301949			0.5	-1.0
ENSG00000125810	EFO_0003767	expression_atlas	2023	0.01	0.221	expression_atlas	CD93	CD93 molecule	protein_coding	Q9NPY3	1.0	0.0		0.0	0.0	0.0	0.3829964575953324	0.0	0.0			0.0			0.5	-1.0
ENSG00000128709	EFO_0003767	expression_atlas	2023	0.003	0.141	expression_atlas	HOXD9	homeobox D9	protein_coding	P28356	0.0	0.0		0.0	0.0	0.0	0.19170660554282137	0.0	0.26136499999999996			0.0			0.5	0.0
ENSG00000134193	EFO_0003767	expression_atlas	2023	0.001	0.29	expression_atlas	REG4	regenerating family member 4	protein_coding	Q9BYZ8	0.0	1.0		1.0	0.0	0.0	0.40237549489476976	0.0	0.0			0.0			1.0	0.5
ENSG00000137752	EFO_0003767	expression_atlas	2023	0.004	0.173	expression_atlas	CASP1	caspase 1	protein_coding	P29466	0.0	0.0	-1.0	0.0	1.0	1.0	0.017086893102729706	0.0	0.0				1.0	0.5	0.5	0.0
ENSG00000141682	EFO_0003767	expression_atlas	2023	0.007	0.083	expression_atlas	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	protein_coding	Q13794	0.0	0.0		0.0	0.0	0.0	0.8664305063554907		0.0			0.0			0.5	0.0
ENSG00000145681	EFO_0003767	expression_atlas	2023	0.003	0.067	expression_atlas	HAPLN1	hyaluronan and proteoglycan link protein 1	protein_coding	P10915	0.0	1.0		0.0	0.0	0.0	-0.5128151698270473	0.0	0.8163849999999997			-0.4839962553568983			1.0	0.5
ENSG00000172889	EFO_0003767	expression_atlas	2023	0.004	0.037	expression_atlas	EGFL7	EGF like domain multiple 7	protein_coding	Q9UHF1	0.0	1.0		0.0	0.0	0.0	0.9463429881225256	0.0	0.0			-0.8205136691901999		0.5	-1.0	-1.0
ENSG00000237436	EFO_0003767	expression_atlas	2023	0.004	0.033	expression_atlas																				
ENSG00000261346	EFO_0003767	expression_atlas	2023	0.003	0.021	expression_atlas																				
ENSG00000075618	EFO_0003767	expression_atlas	2023	0.013	0.108	expression_atlas	FSCN1	fascin actin-bundling protein 1	protein_coding	Q16658	1.0	0.0		0.0	1.0	1.0	-0.6183579912481767	0.0	0.8275849999999998			-0.696824757877418			-1.0	0.0
ENSG00000100836	EFO_0003767	expression_atlas	2023	0.013	0.108	expression_atlas	PABPN1	poly(A) binding protein nuclear 1	protein_coding	Q86U42	0.0	0.0		0.0	0.0	0.0	-0.4127943321525318	0.0	0.6405250000000002			-0.5450752674297921			-1.0	-1.0
ENSG00000123843	EFO_0003767	expression_atlas	2023	0.013	0.333	expression_atlas	C4BPB	complement component 4 binding protein beta	protein_coding	P20851	0.0	1.0		0.0	0.0	0.0	0.44644717649510324	0.0							1.0	0.0
ENSG00000162618	EFO_0003767	expression_atlas	2023	0.001	0.187	expression_atlas	ADGRL4	adhesion G protein-coupled receptor L4	protein_coding	Q9HBW9	1.0	0.0		0.0	0.0	0.0	0.11814961450302142	0.0	0.0			-0.7570686362559461			0.5	0.0
ENSG00000279519	EFO_0003767	expression_atlas	2023	0.005	0.038	expression_atlas																				
ENSG00000054598	EFO_0003767	expression_atlas	2023	0.009	0.075	expression_atlas	FOXC1	forkhead box C1	protein_coding	Q12948	0.0	0.0		0.0	0.0	0.0	-0.7400500104188372	0.0	0.48462999999999995			-0.9786391230219373			1.0	0.0
ENSG00000124253	EFO_0003767	expression_atlas	2023	0.001	0.352	expression_atlas	PCK1	phosphoenolpyruvate carboxykinase 1	protein_coding	P35558	0.0	0.0	-1.0	1.0	1.0	1.0	0.43863304855178153	-0.2805475000000001	0.5418			-0.9164886731289859			0.5	0.0
ENSG00000128266	EFO_0003767	expression_atlas	2023	0.004	0.035	expression_atlas	GNAZ	G protein subunit alpha z	protein_coding	P19086	0.0	0.0		0.0	0.0	0.0	-0.7689101896228381	-0.16901499999999992	0.915495			-0.6442877728296464			0.5	0.0
ENSG00000144045	EFO_0003767	expression_atlas	2023	0.004	0.03	expression_atlas	DQX1	DEAQ-box RNA dependent ATPase 1	protein_coding	Q8TE96	0.0	0.0		0.0	0.0	0.0	0.28641383621587835	0.0	0.19804499999999975						1.0	0.5
ENSG00000154856	EFO_0003767	expression_atlas	2023	0.003	0.057	expression_atlas	APCDD1	APC down-regulated 1	protein_coding	Q8J025	1.0	0.0		0.0	0.0	0.0	-0.2838091269014378	0.0	0.5914400000000001			-0.20313116659473662			0.5	0.0
ENSG00000172602	EFO_0003767	expression_atlas	2023	0.018	0.331	expression_atlas	RND1	Rho family GTPase 1	protein_coding	Q92730	1.0	0.0		0.0	0.0	0.0	-0.5220879349864556	-0.0193975	0.8275849999999998						0.5	0.0
ENSG00000185155	EFO_0003767	expression_atlas	2023	0.001	0.122	expression_atlas	MIXL1	Mix paired-like homeobox	protein_coding	Q9H2W2	0.0	0.0		0.0	0.0	0.0	0.6534694728068347	0.0	0.0						0.5	0.5
ENSG00000188095	EFO_0003767	expression_atlas	2023	0.001	0.115	expression_atlas	MESP2	mesoderm posterior bHLH transcription factor 2	protein_coding	Q0VG99	0.0	0.0		0.0	0.0	0.0	0.42811002292144207	0.0	0.0			-0.8746835511043027			-1.0	1.0
ENSG00000229981	EFO_0003767	expression_atlas	2023	0.001	0.029	expression_atlas																				
ENSG00000139193	EFO_0003767	expression_atlas	2023	0.017	0.209	expression_atlas	CD27	CD27 molecule	protein_coding	P26842	0.0	0.0		0.0	0.0	0.0	0.011564909356115871	0.0	0.0			-0.7219758052814973		0.5	1.0	0.0
ENSG00000175356	EFO_0003767	expression_atlas	2023	0.003	0.182	expression_atlas	SCUBE2	signal peptide, CUB domain and EGF like domain containing 2	protein_coding	Q9NQ36	0.0	1.0		0.0	0.0	0.0	0.053344446759741704	-0.07101249999999996	0.32393			0.0			0.5	0.0
ENSG00000227954	EFO_0003767	expression_atlas	2023	0.001	0.049	expression_atlas																				
ENSG00000125657	EFO_0003767	expression_atlas	2023	0.001	0.059	expression_atlas	TNFSF9	TNF superfamily member 9	protein_coding	P41273	0.0	0.0		1.0	0.0	0.0	0.2608876849343613		0.0			0.0			0.5	0.0
ENSG00000171241	EFO_0003767	expression_atlas	2023	0.008	0.11	expression_atlas	SHCBP1	SHC binding and spindle associated 1	protein_coding	Q8NEM2	0.0	0.0		0.0	0.0	0.0	-0.1757657845384455	0.0	0.0			0.0			0.5	0.0
ENSG00000172071	EFO_0003767	expression_atlas	2023	0.009	0.076	expression_atlas	EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3	protein_coding	Q9NZJ5	0.0	0.0		0.0	1.0	1.0	-0.5658470514690561	0.0	0.36828000000000005			-0.892412101245259	1.0		0.5	0.0
ENSG00000265206	EFO_0003767	expression_atlas	2023	0.006	0.053	expression_atlas																				
ENSG00000058262	EFO_0003767	expression_atlas	2023	0.006	0.052	expression_atlas	SEC61A1	SEC61 translocon subunit alpha 1	protein_coding	P61619	0.0	0.0		0.0	0.0	0.0	-0.7630756407584913	-0.8371849999999998	1.0			-0.8882109937214724	0.0		-1.0	-1.0
ENSG00000127528	EFO_0003767	expression_atlas	2023	0.014	0.161	expression_atlas	KLF2	KLF transcription factor 2	protein_coding	Q9Y5W3	0.0	0.0		0.0	0.0	0.0	-0.24692644300896016	0.0	0.3802799999999998			-0.9017946681058037			-1.0	0.0
ENSG00000134802	EFO_0003767	expression_atlas	2023	0.001	0.07	expression_atlas	SLC43A3	solute carrier family 43 member 3	protein_coding	Q8NBI5	1.0	0.0		0.0	0.0	0.0	-0.06845176078349657		0.0						0.5	0.0
ENSG00000157429	EFO_0003767	expression_atlas	2023	0.005	0.045	expression_atlas	ZNF19	zinc finger protein 19	protein_coding	P17023	0.0	0.0		0.0	0.0	0.0	0.3757032715148989	0.0							-1.0	0.0
ENSG00000188493	EFO_0003767	expression_atlas	2023	0.016	0.134	expression_atlas	ACTMAP	actin maturation protease	protein_coding	Q5BKX5	0.0	0.0		0.0	0.0	0.0	0.34788497603667423		0.0			0.0			-1.0	-1.0
ENSG00000211956	EFO_0003767	expression_atlas	2023	0.001	0.269	expression_atlas	IGHV4-34	immunoglobulin heavy variable 4-34	IG_V_gene	P06331	1.0	1.0		0.0	0.0	0.0		-0.6544725							1.0	0.0
ENSG00000285367	EFO_0003767	expression_atlas	2023	0.001	0.031	expression_atlas																				
ENSG00000134028	EFO_0003767	expression_atlas	2023	0.004	0.052	expression_atlas	ADAMDEC1	ADAM like decysin 1	protein_coding	O15204	0.0	1.0		0.0	0.0	0.0	0.4401958741404459	0.0	0.0			-0.7463479011230001			1.0	0.5
ENSG00000138942	EFO_0003767	expression_atlas	2023	0.015	0.13	expression_atlas	RNF185	ring finger protein 185	protein_coding	Q96GF1	0.0	0.0		0.0	0.0	0.0	-0.22827672431756618	0.0	0.921875						-1.0	-1.0
ENSG00000151746	EFO_0003767	expression_atlas	2023	0.012	0.1	expression_atlas	BICD1	BICD cargo adaptor 1	protein_coding	Q96G01	0.0	0.0		0.0	0.0	0.0	-0.4102938112106689	0.0	0.7794849999999997			-0.101334915822818			-1.0	-1.0
ENSG00000160182	EFO_0003767	expression_atlas	2023	0.002	0.179	expression_atlas	TFF1	trefoil factor 1	protein_coding	P04155	0.0	1.0		0.0	0.0	0.0	0.9314440508439259	0.0	0.0			-0.21116995679261813			1.0	0.0
ENSG00000161999	EFO_0003767	expression_atlas	2023	0.014	0.121	expression_atlas	JMJD8	jumonji domain containing 8	protein_coding	Q96S16	0.0	0.0		0.0	0.0	0.0	0.8336111689935404	0.0	0.12879000000000004			-0.23634675661150933			-1.0	-1.0
