O96015	DNAL4	dynein axonemal light chain 4
Q9Y2G1	MYRF	myelin regulatory factor
Q9Y617	PSAT1	phosphoserine aminotransferase 1
P28715	ERCC5	ERCC excision repair 5, endonuclease
P82914	MRPS15	mitochondrial ribosomal protein S15
P13928	ANXA8	annexin A8
Q9UJC3	HOOK1	hook microtubule tethering protein 1
Q9UNW8	GPR132	G protein-coupled receptor 132
Q9BYT5	KRTAP2-2	keratin associated protein 2-2
Q9Y6F1	PARP3	poly(ADP-ribose) polymerase family member 3
Q9UKK6	NXT1	nuclear transport factor 2 like export factor 1
P34741	SDC2	syndecan 2
Q9UIM3	FKBPL	FKBP prolyl isomerase like
Q9UKG9	CROT	carnitine O-octanoyltransferase
Q96B23	ARK2N	arkadia (RNF111) N-terminal like PKA signaling regulator 2N
P82650	MRPS22	mitochondrial ribosomal protein S22
Q6PF06	TRMT10B	tRNA methyltransferase 10B
O60896	RAMP3	receptor activity modifying protein 3
Q9Y5W3	KLF2	KLF transcription factor 2
P06213	INSR	insulin receptor
Q96G91	P2RY11	purinergic receptor P2Y11
P0DSN7	IGKV1D-37	immunoglobulin kappa variable 1D-37 (non-functional)
O76054	SEC14L2	SEC14 like lipid binding 2
Q8WXF5	CRYGN	crystallin gamma N
Q9Y6N5	SQOR	sulfide quinone oxidoreductase
Q9BU19	ZNF692	zinc finger protein 692
Q9Y256	RCE1	Ras converting CAAX endopeptidase 1
Q93088	BHMT	betaine--homocysteine S-methyltransferase
A2A2V5	SERTM1	serine rich and transmembrane domain containing 1
Q99865	SPIN2A	spindlin family member 2A
Q6UW02	CYP20A1	cytochrome P450 family 20 subfamily A member 1
Q6GTX8	LAIR1	leukocyte associated immunoglobulin like receptor 1
Q9Y262	EIF3L	eukaryotic translation initiation factor 3 subunit L
P41221	WNT5A	Wnt family member 5A
Q9UL42	PNMA2	PNMA family member 2
O95455	TGDS	TDP-glucose 4,6-dehydratase
P31751	AKT2	AKT serine/threonine kinase 2
Q9GZK3	OR2B2	olfactory receptor family 2 subfamily B member 2
O60925	PFDN1	prefoldin subunit 1
Q6P5Z2	PKN3	protein kinase N3
Q9NZ45	CISD1	CDGSH iron sulfur domain 1
O00499	BIN1	bridging integrator 1
Q9BXC1	GPR174	G protein-coupled receptor 174
P51665	PSMD7	proteasome 26S subunit, non-ATPase 7
Q04206	RELA	RELA proto-oncogene, NF-kB subunit
Q7Z5M8	ABHD12B	abhydrolase domain containing 12B
A6NEN9	CXorf65	chromosome X open reading frame 65
O75366	AVIL	advillin
Q9Y2H2	INPP5F	inositol polyphosphate-5-phosphatase F
P12532	CKMT1B	creatine kinase, mitochondrial 1B
Q96E09	PABIR1	PP2A Aalpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1
Q2M3C6	TMEM266	transmembrane protein 266
A0AUZ9	KANSL1L	KAT8 regulatory NSL complex subunit 1 like
P09769	FGR	FGR proto-oncogene, Src family tyrosine kinase
Q9BXS6	NUSAP1	nucleolar and spindle associated protein 1
Q3SXY8	ARL13B	ADP ribosylation factor like GTPase 13B
Q8NGV7	OR5H2	olfactory receptor family 5 subfamily H member 2
Q15003	NCAPH	non-SMC condensin I complex subunit H
Q9UBC0	ONECUT1	one cut homeobox 1
P30050	RPL12	ribosomal protein L12
Q13287	NMI	N-myc and STAT interactor
Q92966	SNAPC3	small nuclear RNA activating complex polypeptide 3
Q9NZ71	RTEL1	regulator of telomere elongation helicase 1
Q96MT1	RNF145	ring finger protein 145
P31350	RRM2	ribonucleotide reductase regulatory subunit M2
O14924	RGS12	regulator of G protein signaling 12
Q9H910	JPT2	Jupiter microtubule associated homolog 2
O95407	TNFRSF6B	TNF receptor superfamily member 6b
Q9HCM3	KIAA1549	KIAA1549
Q8TDG4	HELQ	helicase, POLQ like
O95859	TSPAN12	tetraspanin 12
O15498	YKT6	YKT6 v-SNARE homolog
P09486	SPARC	secreted protein acidic and cysteine rich
Q5SQS8	C10orf120	chromosome 10 open reading frame 120
P13987	CD59	CD59 molecule (CD59 blood group)
O43310	CTIF	cap binding complex dependent translation initiation factor
Q14952	KIR2DS3	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3 
Q8NA82	MARCHF10	membrane associated ring-CH-type finger 10
Q7Z7L7	ZER1	zyg-11 related cell cycle regulator
Q8WZ84	OR8D1	olfactory receptor family 8 subfamily D member 1
P0DMP2	SRGAP2B	SLIT-ROBO Rho GTPase activating protein 2B
Q13136	PPFIA1	PTPRF interacting protein alpha 1
Q86UP3	ZFHX4	zinc finger homeobox 4
Q6P4F1	FUT10	fucosyltransferase 10
Q8WV15	TMEM255B	transmembrane protein 255B
Q9BQC6	MRPL57	mitochondrial ribosomal protein L57
P62068	USP46	ubiquitin specific peptidase 46
P27544	CERS1	ceramide synthase 1
Q9UQ52	CNTN6	contactin 6
Q15696	ZRSR2	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2
Q8NGP4	OR5M3	olfactory receptor family 5 subfamily M member 3
Q7L7L0	H2AC25	H2A clustered histone 25
Q6UVY6	MOXD1	monooxygenase DBH like 1
O75916	RGS9	regulator of G protein signaling 9
P35227	PCGF2	polycomb group ring finger 2
P0DV73	FAM90A17	family with sequence similarity 90 member A17
Q8NHW4	CCL4L2	C-C motif chemokine ligand 4 like 2
P05543	SERPINA7	serpin family A member 7
Q8N5S3	C2orf73	chromosome 2 open reading frame 73
P0DI83	RAB34	RAB34, member RAS oncogene family
Q9NPR9	GPR108	G protein-coupled receptor 108
Q96M61	MAGEB18	MAGE family member B18
Q3MIN7	RGL3	ral guanine nucleotide dissociation stimulator like 3
Q16629	SRSF7	serine and arginine rich splicing factor 7
Q8N4P2	IFT70B	intraflagellar transport 70B
Q9ULL0	KIAA1210	KIAA1210
Q7Z3E5	ARMC9	armadillo repeat containing 9
P0DMV9	HSPA1B	heat shock protein family A (Hsp70) member 1B
Q8NCX0	CCDC150	coiled-coil domain containing 150
P49755	TMED10	transmembrane p24 trafficking protein 10
Q8IUH2	CREG2	cellular repressor of E1A stimulated genes 2
Q15075	EEA1	early endosome antigen 1
Q16553	LY6E	lymphocyte antigen 6 family member E
P86791	CCZ1	CCZ1 homolog, vacuolar protein trafficking and biogenesis associated
O15245	SLC22A1	solute carrier family 22 member 1
P57055	RIPPLY3	ripply transcriptional repressor 3
Q9H2A2	ALDH8A1	aldehyde dehydrogenase 8 family member A1
Q9BYC5	FUT8	fucosyltransferase 8
P49773	HINT1	histidine triad nucleotide binding protein 1
P78325	ADAM8	ADAM metallopeptidase domain 8
Q8TD06	AGR3	anterior gradient 3, protein disulphide isomerase family member
P47874	OMP	olfactory marker protein
Q96F24	NRBF2	nuclear receptor binding factor 2
Q6ZMT9	DTHD1	death domain containing 1
Q9UN88	GABRQ	gamma-aminobutyric acid type A receptor subunit theta
Q9H8G2	CAAP1	caspase activity and apoptosis inhibitor 1
Q9BV23	ABHD6	abhydrolase domain containing 6, acylglycerol lipase
Q6X4W1	NSMF	NMDA receptor synaptonuclear signaling and neuronal migration factor
P11216	PYGB	glycogen phosphorylase B
P23470	PTPRG	protein tyrosine phosphatase receptor type G
P62879	GNB2	G protein subunit beta 2
Q13155	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2
P51693	APLP1	amyloid beta precursor like protein 1
Q9BR39	JPH2	junctophilin 2
P04626	ERBB2	erb-b2 receptor tyrosine kinase 2
Q5TCZ1	SH3PXD2A	SH3 and PX domains 2A
Q92526	CCT6B	chaperonin containing TCP1 subunit 6B
Q8N6F1	CLDN19	claudin 19
Q13472	TOP3A	DNA topoisomerase III alpha
Q8N8A6	DDX51	DEAD-box helicase 51
Q14916	SLC17A1	solute carrier family 17 member 1
Q7Z4T9	CFAP91	cilia and flagella associated protein 91
P38571	LIPA	lipase A, lysosomal acid type
Q5VYK3	ECPAS	Ecm29 proteasome adaptor and scaffold
Q86UW9	DTX2	deltex E3 ubiquitin ligase 2
O95390	GDF11	growth differentiation factor 11
Q16777	H2AC20	H2A clustered histone 20
A6NCQ9	RNF222	ring finger protein 222
Q9BVV7	TIMM21	translocase of inner mitochondrial membrane 21
P0DJD9	PGA5	pepsinogen A5
Q5T752	LCE1D	late cornified envelope 1D
P22079	LPO	lactoperoxidase
P50150	GNG4	G protein subunit gamma 4
Q9BZE4	GTPBP4	GTP binding protein 4
Q8WXK3	ASB13	ankyrin repeat and SOCS box containing 13
A6NNJ1	FAM90A9	family with sequence similarity 90 member A9
Q9Y376	CAB39	calcium binding protein 39
Q5VUB5	FAM171A1	family with sequence similarity 171 member A1
P31323	PRKAR2B	protein kinase cAMP-dependent type II regulatory subunit beta
P0C7T3	OR56A5	olfactory receptor family 56 subfamily A member 5
Q9H207	OR10A5	olfactory receptor family 10 subfamily A member 5
Q9UHB6	LIMA1	LIM domain and actin binding 1
Q01638	IL1RL1	interleukin 1 receptor like 1
Q6UXN7	TOMM20L	translocase of outer mitochondrial membrane 20 like
Q9UBR4	LHX3	LIM homeobox 3
A0A286YF46	SCYGR5	small cysteine and glycine repeat containing 5
A0JD32	TRAV38-2DV8	T cell receptor alpha variable 38-2/delta variable 8
Q9BSD7	NTPCR	nucleoside-triphosphatase, cancer-related
Q5VVP1	SPATA31A6	SPATA31 subfamily A member 6
O60684	KPNA6	karyopherin subunit alpha 6
A0A0B4J266	TRAV41	T cell receptor alpha variable 41
Q9BZJ3	TPSD1	tryptase delta 1
Q92610	ZNF592	zinc finger protein 592
Q9ULK2	ATXN7L1	ataxin 7 like 1
Q8NC56	LEMD2	LEM domain nuclear envelope protein 2
Q9P2G4	MAP10	microtubule associated protein 10
Q13106	ZNF154	zinc finger protein 154
P01854	IGHE	immunoglobulin heavy constant epsilon
P05164	MPO	myeloperoxidase
Q2VY69	ZNF284	zinc finger protein 284
Q12797	ASPH	aspartate beta-hydroxylase
Q6UX06	OLFM4	olfactomedin 4
Q3LI67	KRTAP6-3	keratin associated protein 6-3
Q8IY33	MICALL2	MICAL like 2
Q8IZL2	MAML2	mastermind like transcriptional coactivator 2
P52272	HNRNPM	heterogeneous nuclear ribonucleoprotein M
Q96M43	NBPF4	NBPF member 4
Q8NGI0	OR52N2	olfactory receptor family 52 subfamily N member 2
C0HLV8	MLDHR	mitochondrial lactate dehydrogenase regulator
O96001	PPP1R17	protein phosphatase 1 regulatory subunit 17
P40259	CD79B	CD79b molecule
Q9BRC7	PLCD4	phospholipase C delta 4
Q5TA78	LCE4A	late cornified envelope 4A
Q5TA50	CPTP	ceramide-1-phosphate transfer protein
A0A1B0GUS0	C19orf85	chromosome 19 open reading frame 85
Q4KMQ2	ANO6	anoctamin 6
Q15714	TSC22D1	TSC22 domain family member 1
P42229	STAT5A	signal transducer and activator of transcription 5A
Q9Y217	MTMR6	myotubularin related protein 6
Q8TE99	PXYLP1	2-phosphoxylose phosphatase 1
P49810	PSEN2	presenilin 2
E7ERA6	RNF223	ring finger protein 223
P42857	NSG1	neuronal vesicle trafficking associated 1
P42261	GRIA1	glutamate ionotropic receptor AMPA type subunit 1
Q8N1F8	STK11IP	serine/threonine kinase 11 interacting protein
O14960	LECT2	leukocyte cell derived chemotaxin 2
Q86Y37	CACUL1	CDK2 associated cullin domain 1
Q9UL46	PSME2	proteasome activator subunit 2
P35503	UGT1A3	UDP glucuronosyltransferase family 1 member A3
P33981	TTK	TTK protein kinase
Q8IU60	DCP2	decapping mRNA 2
O75528	TADA3	transcriptional adaptor 3
O75787	ATP6AP2	ATPase H+ transporting accessory protein 2
Q9UMY4	SNX12	sorting nexin 12
P01699	IGLV1-44	immunoglobulin lambda variable 1-44
Q8TB92	HMGCLL1	3-hydroxy-3-methylglutaryl-CoA lyase like 1
Q8IWZ6	BBS7	Bardet-Biedl syndrome 7
Q9UNU6	CYP8B1	cytochrome P450 family 8 subfamily B member 1
P78369	CLDN10	claudin 10
O95972	BMP15	bone morphogenetic protein 15
Q8WXI8	CLEC4D	C-type lectin domain family 4 member D
P52788	SMS	spermine synthase
Q86U44	METTL3	methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit
P08118	MSMB	microseminoprotein beta
Q9NUJ7	PLCXD1	phosphatidylinositol specific phospholipase C X domain containing 1
Q8TEW0	PARD3	par-3 family cell polarity regulator
Q8NEM2	SHCBP1	SHC binding and spindle associated 1
O95433	AHSA1	activator of HSP90 ATPase activity 1
Q9NTN9	SEMA4G	semaphorin 4G
Q99728	BARD1	BRCA1 associated RING domain 1
P42336	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha
Q96PM9	ZNF385A	zinc finger protein 385A
Q99584	S100A13	S100 calcium binding protein A13
Q9H5K3	POMK	protein O-mannose kinase
P10321	HLA-C	major histocompatibility complex, class I, C
Q5JQC4	CT47A9	cancer/testis antigen family 47 member A9
Q9HAT2	SIAE	sialic acid acetylesterase
Q15828	CST6	cystatin E/M
O60673	REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit
Q14692	BMS1	BMS1 ribosome biogenesis factor
Q3MHD2	LSM12	LSM12 homolog
Q6A163	KRT39	keratin 39
O14944	EREG	epiregulin
Q8NI37	PPTC7	protein phosphatase targeting COQ7
Q9GZY4	COA1	cytochrome c oxidase assembly factor 1
Q8TBK6	ZCCHC10	zinc finger CCHC-type containing 10
Q9BV20	MRI1	methylthioribose-1-phosphate isomerase 1
O95069	KCNK2	potassium two pore domain channel subfamily K member 2
O43711	TLX3	T cell leukemia homeobox 3
Q86VR8	FJX1	four-jointed box kinase 1
Q9BVA0	KATNB1	katanin regulatory subunit B1
H3BPF8	GOLGA8S	golgin A8 family member S
Q13546	RIPK1	receptor interacting serine/threonine kinase 1
Q9UKE5	TNIK	TRAF2 and NCK interacting kinase
Q969M7	UBE2F	ubiquitin conjugating enzyme E2 F (putative)
Q13651	IL10RA	interleukin 10 receptor subunit alpha
P56704	WNT3A	Wnt family member 3A
Q13200	PSMD2	proteasome 26S subunit ubiquitin receptor, non-ATPase 2
Q7Z628	NET1	neuroepithelial cell transforming 1
A0A075B6I1	IGLV4-60	immunoglobulin lambda variable 4-60
P40426	PBX3	PBX homeobox 3
P54108	CRISP3	cysteine rich secretory protein 3
Q99878	H2AC14	H2A clustered histone 14
Q53QV2	LBH	LBH regulator of WNT signaling pathway
Q9H4Y5	GSTO2	glutathione S-transferase omega 2
O60938	KERA	keratocan
O60512	B4GALT3	beta-1,4-galactosyltransferase 3
Q8IYI8	ZNF440	zinc finger protein 440
Q6UXD1	HRCT1	histidine rich carboxyl terminus 1
P17181	IFNAR1	interferon alpha and beta receptor subunit 1
P52179	MYOM1	myomesin 1
Q9BUL5	PHF23	PHD finger protein 23
P62847	RPS24	ribosomal protein S24
Q92901	RPL3L	ribosomal protein L3 like
Q3KP31	ZNF791	zinc finger protein 791
A0A0B4J1V0	IGHV3-15	immunoglobulin heavy variable 3-15
B1AL46	NUTM2E	NUT family member 2E
Q15813	ENSG00000285053	novel protein, GGPS1-TBCE readthrough
Q6L9W6	B4GALNT3	beta-1,4-N-acetyl-galactosaminyltransferase 3
Q8IZD0	SAMD14	sterile alpha motif domain containing 14
Q9H7E2	TDRD3	tudor domain containing 3
P10323	ACR	acrosin
P0C264	SBK3	SH3 domain binding kinase family member 3
Q5SRH9	TTC39A	tetratricopeptide repeat domain 39A
Q86TC9	MYPN	myopalladin
Q9H7Y0	DIPK2B	divergent protein kinase domain 2B
P32004	L1CAM	L1 cell adhesion molecule
Q12912	IRAG2	inositol 1,4,5-triphosphate receptor associated 2
P20823	HNF1A	HNF1 homeobox A
P28906	CD34	CD34 molecule
Q8TCV5	WFDC5	WAP four-disulfide core domain 5
P43366	MAGEB1	MAGE family member B1
Q13421	MSLN	mesothelin
Q8WTP9	XAGE3	X antigen family member 3
O15116	LSM1	LSM1 homolog, mRNA degradation associated
Q14192	FHL2	four and a half LIM domains 2
Q7Z304	MAMDC2	MAM domain containing 2
Q9H6I2	SOX17	SRY-box transcription factor 17
Q6ICH7	ASPHD2	aspartate beta-hydroxylase domain containing 2
Q96CN5	LRRC45	leucine rich repeat containing 45
Q8TBN0	RAB3IL1	RAB3A interacting protein like 1
G9CGD6	ENSG00000288520	novel protein
P53420	COL4A4	collagen type IV alpha 4 chain
O75616	ERAL1	Era like 12S mitochondrial rRNA chaperone 1
O95833	CLIC3	chloride intracellular channel 3
Q8NH59	OR51Q1	olfactory receptor family 51 subfamily Q member 1
Q8NEG0	GARIN6	golgi associated RAB2 interactor family member 6
P30626	SRI	sorcin
Q9BXJ5	C1QTNF2	C1q and TNF related 2
Q9GZQ6	NPFFR1	neuropeptide FF receptor 1
Q6ECI4	ZNF470	zinc finger protein 470
P58182	OR12D2	olfactory receptor family 12 subfamily D member 2
P00492	HPRT1	hypoxanthine phosphoribosyltransferase 1
Q9UIX4	KCNG1	potassium voltage-gated channel modifier subfamily G member 1
Q9UII4	HERC5	HECT and RLD domain containing E3 ubiquitin protein ligase 5
Q9HA77	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial
A0A494C0N9	FAM246B	family with sequence similarity 246 member B
P52790	HK3	hexokinase 3
A8MZG2	C16orf90	chromosome 16 open reading frame 90
Q96F44	TRIM11	tripartite motif containing 11
Q8N6Q8	METTL25	methyltransferase like 25
Q8TF08	COX7B2	cytochrome c oxidase subunit 7B2
Q96HH4	TMEM169	transmembrane protein 169
Q9UHE8	STEAP1	STEAP family member 1
F5H4B4	FAM227A	family with sequence similarity 227 member A
Q5JUK2	SOHLH1	spermatogenesis and oogenesis specific basic helix-loop-helix 1
P18847	ATF3	activating transcription factor 3
Q5T653	MRPL2	mitochondrial ribosomal protein L2
P47755	CAPZA2	capping actin protein of muscle Z-line subunit alpha 2
Q02641	CACNB1	calcium voltage-gated channel auxiliary subunit beta 1
P62955	CACNG7	calcium voltage-gated channel auxiliary subunit gamma 7
P26718	KLRK1	killer cell lectin like receptor K1
Q96KN8	PLAAT5	phospholipase A and acyltransferase 5
P17643	TYRP1	tyrosinase related protein 1
O60443	GSDME	gasdermin E
Q14582	MXD4	MAX dimerization protein 4
P06746	POLB	DNA polymerase beta
Q8N556	AFAP1	actin filament associated protein 1
P16870	CPE	carboxypeptidase E
A2RRD8	ZNF320	zinc finger protein 320
O60609	GFRA3	GDNF family receptor alpha 3
Q9BYZ2	LDHAL6B	lactate dehydrogenase A like 6B
O43555	GNRH2	gonadotropin releasing hormone 2
P02655	APOC2	apolipoprotein C2
Q9H063	MAF1	MAF1 homolog, negative regulator of RNA polymerase III
A6NM28	ZFP92	ZFP92 zinc finger protein
P10827	THRA	thyroid hormone receptor alpha
Q6PB30	CSAG1	chondrosarcoma associated gene 1
Q9GZX6	IL22	interleukin 22
Q12904	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1
Q9BXF6	RAB11FIP5	RAB11 family interacting protein 5
Q969R8	ITFG2	integrin alpha FG-GAP repeat containing 2
Q96JG8	MAGED4	MAGE family member D4
Q7Z6J0	SH3RF1	SH3 domain containing ring finger 1
Q13277	STX3	syntaxin 3
P56524	HDAC4	histone deacetylase 4
Q9H4W6	EBF3	EBF transcription factor 3
O96011	PEX11B	peroxisomal biogenesis factor 11 beta
P06396	GSN	gelsolin
Q6ZN32	ETV3L	ETS variant transcription factor 3 like
Q86Z14	KLB	klotho beta
Q92600	CNOT9	CCR4-NOT transcription complex subunit 9
Q9Y6M9	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9
Q9H0F7	ARL6	ADP ribosylation factor like GTPase 6
Q9Y5F2	PCDHB11	protocadherin beta 11
A0A1W2PP97	THSD8	thrombospondin type 1 domain containing 8
O15090	ZNF536	zinc finger protein 536
Q03112	MECOM	MDS1 and EVI1 complex locus
Q9UBW5	BIN2	bridging integrator 2
Q9BZV1	UBXN6	UBX domain protein 6
Q7Z4S6	KIF21A	kinesin family member 21A
Q99704	DOK1	docking protein 1
Q8N1G2	CMTR1	cap methyltransferase 1
Q99689	FEZ1	fasciculation and elongation protein zeta 1
P80294	MT1H	metallothionein 1H
Q13393	PLD1	phospholipase D1
O15120	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2
Q96P44	COL21A1	collagen type XXI alpha 1 chain
Q9BVG8	KIFC3	kinesin family member C3
Q9Y2X9	ZNF281	zinc finger protein 281
Q8TBF4	ZCRB1	zinc finger CCHC-type and RNA binding motif containing 1
Q9NVH1	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11
P40222	TXLNA	taxilin alpha
P26641	EEF1G	eukaryotic translation elongation factor 1 gamma
P35713	SOX18	SRY-box transcription factor 18
Q10471	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2
Q14240	EIF4A2	eukaryotic translation initiation factor 4A2
P08574	CYC1	cytochrome c1
Q30154	HLA-DRB5	major histocompatibility complex, class II, DR beta 5
Q5T5C0	STXBP5	syntaxin binding protein 5
Q9Y4B4	RAD54L2	RAD54 like 2
Q6Y288	B3GLCT	beta 3-glucosyltransferase
Q9Y2X0	MED16	mediator complex subunit 16
Q9NXG2	THUMPD1	THUMP domain containing 1
Q96LI6	HSFY2	heat shock transcription factor Y-linked 2
O75886	STAM2	signal transducing adaptor molecule 2
Q8IXQ9	ETFBKMT	electron transfer flavoprotein subunit beta lysine methyltransferase
O14746	TERT	telomerase reverse transcriptase
Q8N6Q3	CD177	CD177 molecule
P33151	CDH5	cadherin 5
Q9Y6F9	WNT6	Wnt family member 6
P47712	PLA2G4A	phospholipase A2 group IVA
Q9NZS9	BFAR	bifunctional apoptosis regulator
Q86XA9	HEATR5A	HEAT repeat containing 5A
Q9P0L0	VAPA	VAMP associated protein A
A0A075B6K5	IGLV3-9	immunoglobulin lambda variable 3-9
Q9UIU6	SIX4	SIX homeobox 4
A5PLN7	FAM149A	family with sequence similarity 149 member A
Q6P161	MRPL54	mitochondrial ribosomal protein L54
Q9NZR1	TMOD2	tropomodulin 2
P11310	ACADM	acyl-CoA dehydrogenase medium chain
Q6ZSJ9	SHISA6	shisa family member 6
P35442	THBS2	thrombospondin 2
Q9NQW8	CNGB3	cyclic nucleotide gated channel subunit beta 3
O95864	FADS2	fatty acid desaturase 2
Q92925	SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2
Q99541	PLIN2	perilipin 2
Q9NR45	NANS	N-acetylneuraminate synthase
Q8IWI9	MGA	MAX dimerization protein MGA
P51449	RORC	RAR related orphan receptor C
Q8WVB3	HEXD	hexosaminidase D
Q8N567	ZCCHC9	zinc finger CCHC-type containing 9
Q9BS91	SLC35A5	solute carrier family 35 member A5
Q6Q788	APOA5	apolipoprotein A5
Q5JRA6	MIA3	MIA SH3 domain ER export factor 3
Q8TBB0	THAP6	THAP domain containing 6
O75586	MED6	mediator complex subunit 6
Q8IXP5	POU2AF2	POU class 2 homeobox associating factor 2
Q9NS28	RGS18	regulator of G protein signaling 18
Q96MK2	RIPOR3	RIPOR family member 3
Q9UQK1	PPP1R3C	protein phosphatase 1 regulatory subunit 3C
O15439	ABCC4	ATP binding cassette subfamily C member 4 (PEL blood group)
B4DZS4	TCP11X2	t-complex 11 family, X-linked 2
Q8N9B4	ANKRD42	ankyrin repeat domain 42
Q8N614	TMEM156	transmembrane protein 156
Q9NRS4	TMPRSS4	transmembrane serine protease 4
A6NGH8	ANKRD61	ankyrin repeat domain 61
Q9UBZ4	APEX2	apurinic/apyrimidinic endodeoxyribonuclease 2
Q8NH81	OR10G6	olfactory receptor family 10 subfamily G member 6
P18146	EGR1	early growth response 1
Q8N436	CPXM2	carboxypeptidase X, M14 family member 2
P37288	AVPR1A	arginine vasopressin receptor 1A
Q8NGJ2	OR52H1	olfactory receptor family 52 subfamily H member 1
Q16538	GPR162	G protein-coupled receptor 162
P48449	LSS	lanosterol synthase
Q8IUQ0	CLVS1	clavesin 1
P10828	THRB	thyroid hormone receptor beta
O14656	TOR1A	torsin family 1 member A
Q15784	NEUROD2	neuronal differentiation 2
Q8NFP9	NBEA	neurobeachin
Q5JTD7	LRRC73	leucine rich repeat containing 73
P16383	GCFC2	GC-rich sequence DNA-binding factor 2
Q96BF6	NACC2	NACC family member 2
P12544	GZMA	granzyme A
Q9H1K6	TLNRD1	talin rod domain containing 1
O75715	GPX5	glutathione peroxidase 5
O14965	AURKA	aurora kinase A
Q9H3C7	GGNBP2	gametogenetin binding protein 2
Q9Y5M8	SRPRB	SRP receptor subunit beta
P20963	CD247	CD247 molecule
Q96KR1	ZFR	zinc finger RNA binding protein
Q15223	NECTIN1	nectin cell adhesion molecule 1
Q3LI83	KRTAP24-1	keratin associated protein 24-1
O75436	VPS26A	VPS26 retromer complex component A
O95025	SEMA3D	semaphorin 3D
P10145	CXCL8	C-X-C motif chemokine ligand 8
Q9P2G9	KLHL8	kelch like family member 8
A0A0B4J1Y8	IGLV9-49	immunoglobulin lambda variable 9-49
Q14209	E2F2	E2F transcription factor 2
Q5TH69	ARFGEF3	ARFGEF family member 3
Q96EY7	PTCD3	pentatricopeptide repeat domain 3
Q96NG3	ODAD4	outer dynein arm docking complex subunit 4
Q15768	EFNB3	ephrin B3
P54725	RAD23A	RAD23 homolog A, nucleotide excision repair protein
Q9Y6X5	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4
O15287	FANCG	FA complementation group G
Q9UBF6	RNF7	ring finger protein 7
Q9UJ96	KCNG2	potassium voltage-gated channel modifier subfamily G member 2
Q99835	SMO	smoothened, frizzled class receptor
Q9GZS9	CHST5	carbohydrate sulfotransferase 5
P37108	SRP14	signal recognition particle 14
P10586	PTPRF	protein tyrosine phosphatase receptor type F
Q13976	PRKG1	protein kinase cGMP-dependent 1
Q8TAT2	FGFBP3	fibroblast growth factor binding protein 3
Q96C86	DCPS	decapping enzyme, scavenger
Q9Y4D1	DAAM1	dishevelled associated activator of morphogenesis 1
Q6IPR3	TYW3	tRNA-yW synthesizing protein 3 homolog
Q9NX55	HYPK	huntingtin interacting protein K
P57059	SIK1	salt inducible kinase 1
Q9ULD6	INTU	inturned planar cell polarity protein
P62805	H4C15	H4 clustered histone 15
Q9P212	PLCE1	phospholipase C epsilon 1
Q14714	SSPN	sarcospan
Q8TEM1	NUP210	nucleoporin 210
P08174	CD55	CD55 molecule (Cromer blood group)
P0DQW0	ZC3H11C	zinc finger CCCH-type containing 11C
P11474	ESRRA	estrogen related receptor alpha
Q5JUK9	PAGE3	PAGE family member 3
Q96JH8	RADIL	Rap associating with DIL domain
Q14746	COG2	component of oligomeric golgi complex 2
O60293	ZFC3H1	zinc finger C3H1-type containing
Q8N127	OR5AS1	olfactory receptor family 5 subfamily AS member 1
Q2TAL6	VWC2	von Willebrand factor C domain containing 2
Q5BVD1	C3orf52	chromosome 3 open reading frame 52
P05067	APP	amyloid beta precursor protein
Q9Y5E7	PCDHB2	protocadherin beta 2
Q9NQZ2	UTP3	UTP3 small subunit processome component
Q7Z4G4	TRMT11	tRNA methyltransferase 11 homolog
O15230	LAMA5	laminin subunit alpha 5
A6NE01	FAM186A	family with sequence similarity 186 member A
P51681	CCR5	C-C motif chemokine receptor 5
Q0P641	C2orf80	chromosome 2 open reading frame 80
Q9C0A1	ZFHX2	zinc finger homeobox 2
Q9Y2W6	TDRKH	tudor and KH domain containing
Q9BYH8	NFKBIZ	NFKB inhibitor zeta
O14709	ZNF197	zinc finger protein 197
Q07955	SRSF1	serine and arginine rich splicing factor 1
O75503	CLN5	CLN5 intracellular trafficking protein
Q5JST6	EFHC2	EF-hand domain containing 2
Q96LR2	LURAP1	leucine rich adaptor protein 1
P11498	PC	pyruvate carboxylase
Q9UNA4	POLI	DNA polymerase iota
Q96LZ3	PPP3R2	protein phosphatase 3 regulatory subunit B, beta
Q49AM3	TTC31	tetratricopeptide repeat domain 31
A0A0G2JS06	ENSG00000281536	novel immunoglobulin lambda variable gene
